timestamp,acceleration,pressure,temperature,humidity
1522156902.3855653,1056.1287800263754,1011.46,23.23,35.5
1522156903.386806,1056.1287800263754,1011.46,23.23,35.5
1522156904.3882544,1056.1287800263754,1011.46,23.23,35.5
1522156905.3896077,1056.1287800263754,1011.46,23.23,35.5
1522156906.390292,1056.1287800263754,1011.46,23.23,35.5
